post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
7344450_gab,despite living in the same american neighborhood for decades i somehow managed to move to a muslim country i base this on having gone food shopping today in a store over run with hijab clad terrorists,2,hatespeech,Islam,hatespeech,"Arab, Islam",offensive,Islam,hatespeech
23173712_gab,apparently there was a tea stain on the qu ran that blocked some text scientist have discovered what it covered mohammed was a gay prophet as is allah though mohammed went a step farther and was a tranny too,2,offensive,Islam,offensive,Islam,offensive,"Homosexual, Islam",offensive
16533041_gab,i think the jews in europe made a new decision on uber because they realized people will get raped and murdered just like before and they can tax the goyim over it,0,offensive,Jewish,hatespeech,Jewish,normal,,offensive
19734849_gab,susan rice is a lying n-word piece of shit who should be rotting in prison,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1160270034503180288_twitter,i be crying in my car n-word nightmares of dying in my car n-word,2,offensive,African,hatespeech,African,offensive,African,offensive
9377220_gab,watching cavuto on fox business with neil guest nasty houston negress congressthing sheila jackson lee who is bad mouthing trump i found myself wondering what congressional sports teams she plays on and where and when they hold their practices,3,offensive,African,hatespeech,"African, Women",hatespeech,"Women, African",hatespeech
1177726979438596096_twitter,smoking fiya in a hotel eating shrimp wit a towel under the door and a thick red hoe,2,offensive,Women,offensive,Women,normal,,offensive
12290381_gab,islam and antisexist parading together are like nazi and jewish together,2,offensive,"Islam, Jewish",normal,"Islam, Jewish",offensive,"Jewish, Other",offensive
22750975_gab,rt illimitableman free speech is a release valve for tension it prevents violence by allowing people to air their grievances and in turn negotiate with the other side obstructions to free speech are an obstruction to the catharsis and negotiation process this is not good for a societ,0,normal,,normal,,normal,,normal
14265749_gab,donald tump is gay with his son eric tump,2,offensive,Other,normal,Homosexual,offensive,Homosexual,offensive
27357310_gab,oh that bitch needs to be cornered by a pack of sand n-word made air tight and then have her throat slit it could have been a bus that killed her after all,2,offensive,Arab,hatespeech,"Arab, Women",hatespeech,Arab,hatespeech
15786616_gab,who asked the quisling who asked the head of the obama clinton crime syndicate who asked the race baiter who asked the muslim terrorist supporting scumbag,0,offensive,"Islam, None",normal,Islam,hatespeech,"Arab, Islam",offensive
1178822293906059265_twitter,birdsite problem with white supremacist nazi accounts has gotten substantially worse in the past <number> months or so,0,normal,,normal,,normal,,normal
1225858073270476800_twitter,space is gay and so are you,2,offensive,Homosexual,offensive,Homosexual,offensive,Homosexual,offensive
1178706531354894336_twitter,everyone from the united kingdom is a fucking retard every muslim from the united kingdom is a fucking retard every white person from the united kingdom is a fucking retard god hates the british isles it should be called kafiristan,3,offensive,Disability,hatespeech,"Other, Caucasian, Islam",offensive,Disability,offensive
11040017_gab,anybody have a plan to get kahn the cons muslime ass the fuck out of office yet fuckislam send that sandnigger back to the sandbox part and parcel yeah only after the slime as muslime africans got enough numbers to where they stopped acting civil and revealed their true nature,2,hatespeech,"African, Arab, Islam",hatespeech,"Arab, Islam",hatespeech,"African, Arab, Islam",hatespeech
1178688339018469379_twitter,inciting violence by retweeting dangerous and violent rhetoric is indeed repugnant i wrote my congresspeople just now to call for trump resignation have you yet resign now trump civil war 2 impeach trump pence barr impeachment impeachment now impeachment is coming,0,normal,,normal,,normal,,normal
1178508067958382592_twitter,saints please go get a white qb this week anybody better than that n-word teddy,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
21596006_gab,yeah and nobody wants to see n-word tits either,3,hatespeech,"Women, African",hatespeech,"African, Women",hatespeech,"Women, African",hatespeech
24373447_gab,when their still putting the dead in body bags but all you can think about is the backlash islamophobia the moslem community might face,0,normal,,normal,,normal,,normal
1090776805148102656_twitter,denny hey bitch,2,normal,,offensive,Women,offensive,Women,offensive
14974204_gab,why is nobody here talking about that n-word conyers raping white women on the taxpayer dime,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
11987567_gab,look at what you wrote you ironic faggot you queers are fighting against everyone on this site and we all hate you fuck off,3,hatespeech,"Other, Other, Nonreligious, Homosexual",hatespeech,Homosexual,hatespeech,Homosexual,hatespeech
14569054_gab,why categorize all jews as villains such sweeping generalization and racism is why any legitimate arguments against rothschild zionists becomes diluted remember not all jews are zionists and definitely not rothschild zionists,0,offensive,Jewish,normal,Jewish,normal,,normal
11135587_gab,what an absolutely beautiful video this is germany under hitler was as close to paradise as the beleagurd goyim shall ever see the jews won ww1 and ww2 the jews are now orchestrating ww3 godspeed my friends i love u,2,hatespeech,Jewish,hatespeech,Jewish,normal,Jewish,hatespeech
15400774_gab,i am totally disgusted with uk wstmnstr mps who seem to think that a minority moslem population proven to be welfare parasites terrorists pedo rapists overly represented in convicted criminals is more worthy of their support than the indigenous taxpaying british they clearly show their treason,2,normal,"Islam, Indigenous",offensive,Hispanic,offensive,Islam,offensive
22385425_gab,if you remember there was a gay flag wielder at the lee rigby march well i just got back from a gun control march this is the real reason they hated me,0,normal,Homosexual,normal,,normal,Homosexual,normal
18519872_gab,uh because women are slow did they let them ask the audience for the answers or make phonecalls too,2,offensive,Women,normal,Women,offensive,Women,offensive
22119924_gab,he will be out in a few years for good muzzie behavior or pardoned by the next pres,3,hatespeech,Islam,offensive,Islam,hatespeech,Islam,hatespeech
12802903_gab,only white people will preserve our whiteculture and europeanheritage tradlife altright,2,hatespeech,"African, Caucasian",normal,,hatespeech,Other,hatespeech
1162399855945367553_twitter,one of the stupidest things a plug can do is skimp a n-word that knows where he lives ima knock you off every time,2,offensive,African,offensive,African,normal,,offensive
24322054_gab,haha you keep saying bye yet you yearn for more seems pretty shitskin tier sad tea biscuit,3,offensive,Indian,hatespeech,Other,offensive,,offensive
13503227_gab,twatter says i engaged in targeted harassment and denied my appeal did not provide the tweet or who i supposedly harassed,0,offensive,Other,normal,,normal,,normal
23847540_gab,abortion is never going 2 b accepted by the majority of people since women bear the burden of carrying a child the respons falls on her 2 b more responsible if u are not married do not have sex if u can not afford birth control,2,offensive,Women,offensive,Women,offensive,Women,offensive
1177955560630751232_twitter,these kids play zonewars like the biggest faggots,3,hatespeech,Homosexual,hatespeech,"Other, Other, Nonreligious, Homosexual",offensive,Homosexual,hatespeech
1200488670308052992_twitter,look how she talk she sexy i like when they pretty and ghetto type of bitch that do not even say hello,0,offensive,"African, Women",normal,"African, Women",normal,"African, Women",normal
5628068_gab,america is so racist that they think asians are smarter than blacks and hispanics they also pay asians more too and asians are more highly represented in high tech industries i blame white people,0,normal,,offensive,Asian,normal,Asian,normal
11266728_gab,i disagree mcgregor did what he could early on and whooped the shit out of the n-word for half the fight he was winning on the scorecard until midway through round <number> but he just could not get the murder punch in there to end it early so he gassed out,3,offensive,African,hatespeech,African,hatespeech,African,hatespeech
1178769745878945792_twitter,maybe if elite gave us some dykes they would get a 4 th season,3,offensive,"Women, Homosexual",offensive,Homosexual,offensive,Homosexual,offensive
20710095_gab,define mentally ill that easy democrat there gun violence fixed,2,offensive,,offensive,,hatespeech,Other,offensive
1221556926565310469_twitter,abortion is violence violence is not healthcare abortion is not healthcare whywemarch,0,normal,,normal,Women,normal,,normal
26504550_gab,good riddance ml n-word was a filthy communist,3,hatespeech,African,offensive,African,hatespeech,African,hatespeech
23533025_gab,there were not but <number> kikes that left europe during the war per the european jewish congress in <number> no one is sure if they died or left the <number> gorillion is another kike lie,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
21835463_gab,oh look another buttmad alt right guy accusing me of being a kike because i was in the shield wall while he was crying about how my optics were bad hint try not mixing up national socialists with kikes it makes you look stupid,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
21678073_gab,dear british cops stop licking sand n-word bung holes start protecting people if you traitorous cucks wont do anything for little white girls gang raped by what would you do for a puff attacked by sand n-word,2,hatespeech,Arab,hatespeech,"Arab, Islam",offensive,"Arab, Islam",hatespeech
21492394_gab,i mean i guess they could do that i am just thinking that these guess are kike funded,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
1179083192864776192_twitter,i watched white boy rick for the first time last night and dat shit was hard lol fuck da feds,0,normal,,normal,,normal,Caucasian,normal
1111442006776016897_twitter,weird n-word weird,0,normal,,normal,,normal,,normal
24850198_gab,cattle prod the immigrants and boycott companies that employ too many stuff being nice crap oh what about my family oh look why are you bleeding come to the edge of the cliff,0,hatespeech,Refugee,normal,Refugee,normal,,normal
20338528_gab,usurper moslem fraud usurper,3,hatespeech,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
1178415250753892355_twitter,knock off a cracker for callin me towelhead,2,normal,"Other, Arab",hatespeech,Indian,hatespeech,Arab,hatespeech
17373244_gab,gotta say i do not know who he is or what he is quite frankly my dear i do not give a damn what he is though my bet would be a brown moslem,3,offensive,Islam,offensive,"Arab, Islam",hatespeech,"Other, Islam",offensive
21265283_gab,how almost all of the clothing companies are promoting the downfall of us whites part <number> the n-word is first in the picturewhile the white girls looking dumb and lunatic are in the background company farfetch,3,offensive,African,offensive,African,hatespeech,"African, Jewish",offensive
26900996_gab,but are you a nazi fag is even more,2,hatespeech,Homosexual,offensive,Homosexual,offensive,Other,offensive
19135178_gab,senile retarded democrat sounds about right,2,offensive,,offensive,Other,offensive,Other,offensive
1205635400074551296_twitter,i am an ashkenazi jew,0,offensive,Jewish,normal,Jewish,normal,Jewish,normal
27545060_gab,i would have taken them down myself fucking queers have no business with the military break a finger nail high heel breaks run in the stocking the ass is not a vigina man sucking another man cock gulping his semen is 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 marines are not queer friendly aids hiv uncureable syphilis really pissed off blasphemy,3,hatespeech,Homosexual,hatespeech,"Men, Homosexual",hatespeech,Homosexual,hatespeech
18559639_gab,tell senor spic fuentes that he should send better ppl you are pathetic my dude,3,hatespeech,Hispanic,hatespeech,Hispanic,offensive,Hispanic,hatespeech
13828645_gab,it a ghetto sport known as polarbearhunting often combined with the knockout game both web searchable for now resist whitegenocide neverforget,0,normal,Other,normal,Caucasian,normal,,normal
22962144_gab,no faggot you are anti white for calling white nationalists wignats a retarded anti white term coined by your idol ricky vaughn,2,hatespeech,Heterosexual,offensive,Homosexual,offensive,Homosexual,offensive
15505316_gab,fuck that uppity communist n-word sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now,3,hatespeech,African,hatespeech,"Women, African, Jewish",hatespeech,"African, Jewish",hatespeech
21163029_gab,sounds pretty queer to me,0,offensive,"Homosexual, None",normal,,normal,Homosexual,normal
15091211_gab,or <number> million jews in german occupied europe something something six million plus jews post war get reparations,0,normal,Jewish,normal,Jewish,hatespeech,Jewish,normal
3507563_gab,all i ever wanted all i ever needed is queers in my butt girls are very unnecessary they can not suck on my nuts,0,normal,,normal,,normal,"Women, Homosexual",normal
26543490_gab,the violence that the jews controlling the jewdiciary and the media are going to cause is going to be horrendous white countries are the centre of a fusion reactor right now we will not take this for much longer,2,offensive,Jewish,hatespeech,"Jewish, Other",offensive,Jewish,offensive
9332226_gab,herding the undesirables into electronic ghettos can not wait til it swings back the blacks n jews way see how they like being tossed into electronic ghettos being deemed offensive good ol days when america was america,2,hatespeech,"African, Jewish",hatespeech,"African, Jewish",normal,,hatespeech
1176930078426574848_twitter,that n-word rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,0,normal,,normal,,normal,,normal
23776541_gab,the cultural marxist revolution is in full swing in èire there a witch hunt against heterosexual rugby players while our taoiseach is a homosexual sodomite etc,2,offensive,Homosexual,offensive,Homosexual,hatespeech,Homosexual,offensive
13620120_gab,watching a goofy white kid and a half n-word fuck something up is sad,3,hatespeech,"African, Caucasian",hatespeech,African,hatespeech,African,hatespeech
26371449_gab,jews are born trouble makers,0,offensive,"Jewish, Men, Women",hatespeech,Jewish,normal,Jewish,offensive
1179035794608197632_twitter,on top of that you can just read the replies and see people want a reason to disrespect blacks because a person made a comment on how you speak which is a fact every race has a certain characteristic in the way they talk which relates to their race,0,normal,,normal,,normal,,normal
1179043316530331648_twitter,yeah im a faggot and what are you disrespectful id rather be a faggot than a disrespectful child any day,0,normal,,normal,,normal,,normal
1092836980176666629_twitter,touch down w them bricks go harder lil n-word,0,normal,,normal,,normal,,normal
20014893_gab,i agree i wasn t racist until they elected the n-word for president and unleashed hell on us,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
23223029_gab,a brit a swede and an american are in a room together do they all have the same culture or do they each have their own identity ricky is talking about uniting white subcultures not pretending we are all pack animals confirmation bias can be brutal sometimes 👍,0,offensive,Caucasian,normal,,normal,,normal
12602102_gab,they will get raped anyway at this point nothing matters but to ensure that they do not get abducted or raped into pregnancy by the other tribes think of them as machines that produce babies and literally listen to whoever is in power,2,offensive,"Women, None",hatespeech,,offensive,Women,offensive
18619364_gab,torba has called his horde in on me and now they are going to troll my other pages i am honestly thinking about writing this up in a lawsuit torba literally called a harassment mob in on me and this is free speech,0,normal,"Men, Women",normal,,normal,Refugee,normal
1178666920658247681_twitter,and it important to tell them i love me a good queer story with a happy ending but i also love me a realistic story portraying childhood trauma and internal homophobia god,0,normal,Homosexual,normal,,normal,,normal
1178583109501145089_twitter,fite me n-word first login in <number> million years in sea server and gut a fu hua 5 weap hahahaha id <number> — playing honkai impact <number>,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
17618487_gab,i am glad you have a father and he seems like a decent one keep listening to him i dealt professionally with large numbers of jews for years they are a disgusting cruel and mendacious people they are like crueler more intelligent arabs,2,offensive,Jewish,hatespeech,"Jewish, Men, Women",offensive,Arab,offensive
13713469_gab,this is the most retarded thing you will see today you are welcome 🐸,2,offensive,,offensive,"Men, Women, Other",offensive,,offensive
1178896558189727744_twitter,who wanna be dykes in luv,0,normal,,normal,Homosexual,offensive,"Women, Homosexual",normal
1121823177611579393_twitter,shoes part <number> piece of,0,normal,,normal,,normal,,normal
1179102047993335808_twitter,oh jooheon breathed near two women ok i do not have time,0,normal,,normal,,normal,,normal
21478064_gab,yea i felt like the one sane white caller on friday lmfao especially after the guy who said anything but <percent> is a n-word,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
4869711_gab,tv a mental ghetto where thought goes to die,0,offensive,Other,normal,,normal,"Men, Women",normal
14632082_gab,there shouldnt be an arguement against this but once the queers got a voice it was prolly too late,3,hatespeech,Homosexual,hatespeech,Homosexual,offensive,Homosexual,hatespeech
7390463_gab,do headscarves come with blinkers because muslim women are beaten raped molested mutilated and have all those things happen to their children too all by the islamic community and it been happening for hundreds of years but they only complain about whites who treat them as equals banislam,2,offensive,Islam,hatespeech,Islam,offensive,Islam,offensive
22148922_gab,oh you mean like count dankula who a self admitted communist with a tattoo of a red star on his chest who just got convicted of being a nazi because he white cowards like you find it very easy to attack the enemies of the jews,2,offensive,Jewish,offensive,Jewish,offensive,"Jewish, Men, Women",offensive
1173751425160994817_twitter,some guy was walking around my house banging on the doors including the garage door yeah retard keep doing that im so gonna answer,0,hatespeech,Other,normal,,normal,,normal
12627684_gab,construct bread and circuses ghettoes for white men to crowd into football and video games to keep them from being political but then attack the circuses with politics,2,offensive,Other,offensive,Caucasian,normal,,offensive
1172240733329379328_twitter,there are asian tiktokers asians on tiktok and tiktokers who happen to be asian,0,normal,,normal,,normal,,normal
1081257496705224704_twitter,cause these n-word pussy and these bitches rookies,0,normal,,normal,,normal,,normal
22648946_gab,<number> fucks i do not give muff munching wetback commie bitch,3,hatespeech,"Women, Hispanic",hatespeech,"Women, Minority, Hispanic",hatespeech,"Hispanic, Homosexual",hatespeech
25417107_gab,when they leave they need to begin revoke permission to be in the country and begin mass deportation along with moslem spay and neuter program,3,hatespeech,Islam,hatespeech,Jewish,hatespeech,Islam,hatespeech
25223112_gab,because you can not do not worry no one expected you to actually have an argument just feels and kikespeak do not worry i am sure the n-word and kikes will eat you last,2,hatespeech,African,hatespeech,"African, Jewish",hatespeech,Jewish,hatespeech
6867113_gab,that little asian thug had it coming you do what the police tell you to do does not matter the time does not matter the place that chink got what was coming to him blue lives matter these officers risk their lives for the employees of united boycott united is fucking stupid,3,hatespeech,Asian,hatespeech,Asian,hatespeech,Asian,hatespeech
16154448_gab,we condemn in the strongest possible terms this egregious display of hatred bigotry and violence on many sides on many sides,0,normal,,normal,,offensive,,normal
18698237_gab,because he was a sand n-word and all sand n-word are disgusting animals sub human filth every last one,2,hatespeech,Arab,hatespeech,African,hatespeech,Arab,hatespeech
16875338_gab,pretty good <number> million citizens and most of us have guns i have my collectors licence and go shooting almost every weekend you know why having a license to get a gun is good because n-word can not get them hows that n-word problem going,2,hatespeech,African,normal,Other,hatespeech,African,hatespeech
20871473_gab,proof sand n-word invented math,2,hatespeech,Arab,offensive,Arab,hatespeech,Arab,hatespeech
1218031762024095744_twitter,i be talking to the dumbest n-word alive 🥴 ugh,0,normal,"Men, Women",offensive,African,hatespeech,African,normal
12763421_gab,who are these people most of them are jealous angry people from other nations acting out emotionally any american who is parroting the kike line of american identity does not exist should be presumed to be mentally ill if you do not exist then what are you fighting for,3,hatespeech,"Other, Jewish",offensive,Other,hatespeech,Jewish,hatespeech
19983514_gab,hollywood peddles violence and murder then wants to take our guns,0,normal,,normal,Other,offensive,Other,normal
23335075_gab,deleted twitter facebook and messanger today am finally done with the censorship and selling of info may fuckerberg become the bitch of a mussel and his wife a sex slave in iran,2,hatespeech,Arab,offensive,Other,hatespeech,Islam,hatespeech
13576511_gab,google and go to images lol pol utsav sanduja this n-word is getting destroyed for life,3,hatespeech,African,hatespeech,African,offensive,African,hatespeech
1179079794308374528_twitter,ima say it again that young ma album for the hood dykes you studs really can not relate at least you all can stop using megan and city girl songs in ya captions,0,offensive,Homosexual,normal,,normal,,normal
1116696609826508800_twitter,i hate a n-word with bitch ass tendencies lmfaoo u just got a extra leg u fuckin peon,2,offensive,"African, Men",hatespeech,African,offensive,African,offensive
17664961_gab,we need those kids the us was built on immigrants without them we would not exist we whites are only guests in america maybe it time it goes back to whom it rightfuly belongs,0,normal,,normal,Refugee,normal,,normal
11154758_gab,excuse me oh no i wasn t born into incest that was birthed out of the anus of a wunder you will have to take that up with that fat ginger state goobering retard lol,2,offensive,,offensive,,offensive,Other,offensive
27214899_gab,no it wasn t muslim men were always hanging round young girls our mum would say stay away from the pakis,3,offensive,Indian,hatespeech,Islam,offensive,Indian,offensive
18911185_gab,says the ghetto trash who bleach straighten their hair steal white culture and worship beyonce who looking like a white girl,0,offensive,African,hatespeech,African,normal,,offensive
23130509_gab,this is what an average iranian female looks like you faggots are retarded you all get the gas we need smarter people than this in the atavistic aryan future,2,offensive,"Homosexual, Arab, Islam, Women, Other",hatespeech,"Homosexual, Caucasian, Islam, Women",hatespeech,"Homosexual, Arab, Jewish, Other",hatespeech
1260224048543469568_twitter,all because some scumbag capitalists refuse to pay tax looking at the damned jews,2,offensive,Jewish,offensive,Jewish,offensive,Jewish,offensive
20044778_gab,<number> million white children raped by paki muslims in the uk covered up by the pm mps police councillors the war has been started by those people not doing their jobs so you drop dead eh,3,hatespeech,Islam,hatespeech,Islam,hatespeech,"Other, Islam",hatespeech
23025079_gab,i support trump <percent> and i think he knows that britain needs a trump like the dyke needed that little boys finger,3,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech,"Women, Homosexual",hatespeech
13637009_gab,sail foam as in yo mayne ah beez finna axe dat muhfuggin n-word whaa ahh kaynt git me mah new sail foam muhfugga sheeit 🐒,2,hatespeech,African,hatespeech,African,normal,,hatespeech
23059560_gab,this is the shooter — nasim aghdam a muzzie immigrant from iran,3,hatespeech,Islam,offensive,"Refugee, Arab",hatespeech,"Refugee, Islam",hatespeech
1275337455101636608_twitter,on my life yu bitches are not my friends 💯,0,offensive,,normal,,normal,,normal
11953093_gab,george is a faggot,2,offensive,Other,offensive,Homosexual,offensive,Homosexual,offensive
14524055_gab,which filth do u mean the n-word jews spics chinks street shitting dotheads rag head camel fuckers gooks flips kikes slants or fags u can not swing a dead niglet these days without hitting some filth 😡,2,offensive,"Homosexual, African, Arab, Islam, Jewish, Other",hatespeech,"Homosexual, African, Arab, Hispanic, Jewish",hatespeech,"African, Arab, Asian, Hispanic, Islam, Jewish",hatespeech
19209364_gab,proof i mean i am on mobile and cant yank up the proof for me but if you stick around i can bash your head in with reality hitler loved sand n-word too he even gave them their own ss division the 1 3 th i think,2,offensive,Arab,offensive,"Arab, Islam",hatespeech,"Heterosexual, Arab, Islam, Men, None",offensive
5803321_gab,i am aware that bringing toiletries on to planes is risky but if a paki wants to bring mouthwash and deodorant on board it a risk i am willing to take,0,normal,,normal,,normal,Islam,normal
12430027_gab,i hate to say it over and over but it bears repeating talking to alt retard is exactly like talking to a ghetto black woman always looking for drama and firing off what they think are gotchas using words they do not know and concepts they can not understand jaci,0,normal,,hatespeech,Other,offensive,African,normal
13846820_gab,i would love to see someone bitch slap that smug grin off that n-word faggot face,3,hatespeech,"African, Homosexual",hatespeech,"Other, Minority, Other, African, Nonreligious, Homosexual",hatespeech,"African, Homosexual",hatespeech
13264549_gab,i guess swallowing gallons of n-word semen will do that to a pasty faced traitor such as he 🤔,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
10600154_gab,i am sick of a <number> white country not killing n-word jews in the damn streets,2,hatespeech,"African, Jewish",hatespeech,"African, Jewish",hatespeech,Caucasian,hatespeech
13912847_gab,i am a n-word rabbi who sells bacon,3,hatespeech,"African, Jewish",offensive,"African, Jewish",hatespeech,"African, Jewish",hatespeech
19413441_gab,jews are not so smart after all they want germany for themselves but flood it with sandniggers who also hate jews 😂,2,hatespeech,"Arab, Jewish",hatespeech,"Arab, Jewish",hatespeech,Jewish,hatespeech
21192067_gab,trust me i know it bullshit too but unfortunately the muzzies in england will swallow hook line sinker due to lowered inbred iqs,3,hatespeech,Arab,hatespeech,Islam,hatespeech,Islam,hatespeech
19465121_gab,you can see the gook genes,3,hatespeech,Asian,hatespeech,Asian,hatespeech,Asian,hatespeech
1126676847171907585_twitter,why don ' t white boys with curly hair comb it looks like a bird ' nest,0,offensive,Caucasian,normal,Caucasian,normal,Caucasian,normal
18600571_gab,if illegal immigrants come here to take part in the american dream to work really hard then why do not they work hard to become a legal citizen hm,2,offensive,Refugee,offensive,Refugee,normal,Refugee,offensive
1178840932474589186_twitter,yall saying n-word disrespectful have you seen how these dykes out here talking to bitches 😂,3,offensive,Homosexual,offensive,Homosexual,offensive,"Women, Homosexual",offensive
15290126_gab,i do not even know what language these pocs are speaking cardi b bodak yellow lil uzi vert childish gambino khalid this music is jigaboo jibberish george washington is going full bowlcut in his grave,3,hatespeech,African,offensive,African,hatespeech,African,hatespeech
16545674_gab,the only reason he is still breathing is to write the truth about the empire of lies that cost him his home and children in ghetto baltimore he lives on practically nothing and refuses government handouts he writes like a madman support him on patreon the results cost ratio is amazing,0,normal,,offensive,African,normal,Other,normal
13958561_gab,hard to out kike the kikes politics is their game hopefully gen zkb will figure a way to oven them all,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,"Refugee, Jewish",hatespeech
20216724_gab,the dark ages was a myth there was nothing dark about it you been listening to too much kike inspired fake history as usual and you hate your own people that much that you immediately believe anything jews tell you,2,hatespeech,Jewish,normal,,hatespeech,Jewish,hatespeech
7182358_gab,that probably what muslim women think it all about trust,0,normal,"Islam, Women",normal,Islam,offensive,"Islam, Women",normal
18119321_gab,enjoy being a childless n-word fucker,3,offensive,African,hatespeech,African,hatespeech,African,hatespeech
10545925_gab,how do you say retard in ghetto speak,2,offensive,,normal,,offensive,African,offensive
7756856_gab,that germans are to blame for the bloodshed of ww2 is the fabric of the matrix if you break that you find a parallel universe free of jews,2,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
6710056_gab,teacher asks class where is pakistan little johnny replies outside with paki steve,0,hatespeech,"Other, Islam",normal,,normal,,normal
2852961_gab,lebron james takes a shot at trump he posed for picture on cover of magazine in white suit with safety pin but now we can say he looks like giant baby in diaper trump maga speakfreely,2,offensive,,normal,,offensive,Other,offensive
1179103344381612032_twitter,mom come pick me up white boys are punching holes in the walls,0,normal,,offensive,Caucasian,normal,Caucasian,normal
11605756_gab,yet another white baby pisses off queers globalists muslims good,0,normal,,offensive,"Homosexual, Islam",hatespeech,"Homosexual, Islam",normal
18915190_gab,jesus christ man look at the size of your forehead are you smuggling illegal immigrants into the country in that thing,2,offensive,Refugee,offensive,Refugee,offensive,Men,offensive
17338039_gab,lol yeah i think i remember you posting your pic <number> time odins douche tries to dish it out but can not take it he blocked me after i said he was a kike and his gf was a hooker he got triggered af,2,hatespeech,Jewish,offensive,"Jewish, Women",offensive,Other,offensive
23370486_gab,end refugee resettlement programs instead spend the money to kick the ass of any country so bad it citizens try to run away our <number> forced refugee program will destroy the usa welfare immigration is global socialism,0,hatespeech,Refugee,normal,Refugee,offensive,Refugee,hatespeech
26586297_gab,leaflet the ghetto claiming it is a free hip hop concert,0,offensive,"African, Men, Women",normal,African,normal,,normal
1168991213086752768_twitter,asian men are weak and fragile and i hate you,2,normal,Asian,hatespeech,Asian,hatespeech,Asian,hatespeech
19138333_gab,any idea where killery and that half white pos moslem barry are you can expect fake deaths i would prefer real ones,3,hatespeech,Islam,hatespeech,"Women, Arab",hatespeech,"Arab, Islam",hatespeech
1179050693673533440_twitter,bitch i work a lot off the clock cause im diligent,0,normal,,normal,,offensive,Women,normal
1174791771949322245_twitter,deadass gon go lesbian,0,offensive,Homosexual,normal,Homosexual,normal,,normal
11206682_gab,i basically refuse to believe this is real i refuse to believe that the bbc has a fucking ebonics version translator page too retarded to be believed i am not saying i will not someday but for now no this is not real to me for now,2,offensive,,offensive,African,offensive,Other,offensive
3725815_gab,esteban santiago is a beaner muslim build the wall ban muslim immigration trump was right again hail trump,3,hatespeech,"Refugee, Islam, Hispanic",hatespeech,"Hispanic, Islam",offensive,"Hispanic, Islam",hatespeech
3R15W654VDU3E3AT59T7MSYA0JRQLR_nf_1,how is it possible that a great white nation like the mighty us vote for a half n-word muslim twice what f***g <censored> legacy is that israel and trump still kiss muslim ass genociding indigenous white folks for wealth and power people voting are sickening more sickening then their masters alt right,3,hatespeech,African,hatespeech,"African, Islam",hatespeech,Islam,hatespeech
10009556_gab,why are people so offended by the word paki surely the word fucking that comes before is more offensive,3,offensive,Asian,offensive,Arab,offensive,Arab,offensive
21571356_gab,sick sick how about criminal how about felony how about treasonous why is not this ugly beaner under arrest oh right because racism,3,offensive,Hispanic,hatespeech,Hispanic,hatespeech,Hispanic,hatespeech
11625030_gab,you hate the rothschilds and the pedo bolsheviks following the disturbing teaching of the talmud i understand that better i agree with that but constantly asking for the genocide of all the jews is extremely dumb even more so if you do it using the awful reputation of socialist hitler,0,normal,Jewish,normal,,hatespeech,Jewish,normal
1338629_gab,as another election season draws to a close i am reminded of just how bitter and ugly some liberals truly are i still get so much more grief for being conservative than being gay i have also been blessed and found queers unwilling to remain loyal to the democrat plantation homo con,0,normal,,normal,Homosexual,normal,,normal
